timestamp,conso_serveur_kw,conso_securite_kw,conso_eclairage_kw,conso_climatisation_kw,conso_imprimante_kw,conso_totale_kw,production_solaire_kw,heure,jour_semaine,lag_1h,lag_2h,lag_24h
2026-08-02 19:15:00,0.507,0.106,0.306,0.046,0.012,0.976,0.0,19,6,0.848,0.863,1.06
2026-08-02 19:30:00,0.506,0.09,0.278,0.143,0.018,1.034,0.022,19,6,0.922,0.764,1.115
2026-08-02 19:45:00,0.517,0.119,0.309,0.0,0.035,0.98,0.03,19,6,0.908,1.076,0.887
2026-08-02 20:00:00,0.5,0.162,0.292,0.0,0.03,0.984,0.04,20,6,1.048,1.003,1.156
2026-08-02 20:15:00,0.529,0.156,0.259,0.0,0.029,0.973,0.0,20,6,0.976,0.848,0.92
2026-08-02 20:30:00,0.495,0.148,0.223,0.022,0.015,0.903,0.0,20,6,1.034,0.922,1.159
2026-08-02 20:45:00,0.554,0.14,0.194,0.0,0.025,0.915,0.0,20,6,0.98,0.908,0.854
2026-08-02 21:00:00,0.513,0.146,0.193,0.113,0.018,0.982,0.128,21,6,0.984,1.048,0.831
2026-08-02 21:15:00,0.483,0.161,0.176,0.0,0.018,0.838,0.0,21,6,0.973,0.976,0.777
2026-08-02 21:30:00,0.479,0.169,0.111,0.027,0.024,0.809,0.0,21,6,0.903,1.034,0.819
2026-08-02 21:45:00,0.51,0.165,0.107,0.074,0.014,0.869,0.09,21,6,0.915,0.98,0.77
2026-08-02 22:00:00,0.496,0.145,0.033,0.2,0.035,0.909,0.042,22,6,0.982,0.984,0.722
2026-08-02 22:15:00,0.514,0.139,0.044,0.0,0.018,0.716,0.0,22,6,0.838,0.973,0.715
2026-08-02 22:30:00,0.509,0.151,0.04,0.041,0.026,0.769,0.0,22,6,0.809,0.903,0.824
2026-08-02 22:45:00,0.499,0.132,0.01,0.0,0.035,0.676,0.0,22,6,0.869,0.915,0.761
2026-08-02 23:00:00,0.483,0.153,0.001,0.0,0.03,0.668,0.0,23,6,0.909,0.982,0.726
2026-08-02 23:15:00,0.47,0.149,0.0,0.089,0.006,0.713,0.0,23,6,0.716,0.838,0.675
2026-08-02 23:30:00,0.491,0.145,0.014,0.003,0.024,0.678,0.0,23,6,0.769,0.809,0.672
2026-08-02 23:45:00,0.517,0.134,0.002,0.12,0.029,0.802,0.0,23,6,0.676,0.869,0.822
2026-08-03 00:00:00,0.504,0.155,0.0,0.0,0.029,0.688,0.0,0,0,0.668,0.909,0.686
2026-08-03 00:15:00,0.475,0.145,0.0,0.052,0.009,0.681,0.115,0,0,0.713,0.716,0.845
2026-08-03 00:30:00,0.503,0.138,0.0,0.187,0.013,0.842,0.0,0,0,0.678,0.769,0.663
2026-08-03 00:45:00,0.508,0.121,0.009,0.042,0.03,0.71,0.004,0,0,0.802,0.676,0.646
2026-08-03 01:00:00,0.482,0.15,0.0,0.028,0.012,0.672,0.04,1,0,0.688,0.668,0.749
2026-08-03 01:15:00,0.503,0.168,0.0,0.001,0.017,0.689,0.0,1,0,0.681,0.713,0.785
2026-08-03 01:30:00,0.501,0.167,0.0,0.0,0.036,0.704,0.046,1,0,0.842,0.678,0.672
2026-08-03 01:45:00,0.477,0.145,0.028,0.136,0.02,0.806,0.0,1,0,0.71,0.802,0.64
2026-08-03 02:00:00,0.507,0.144,0.0,0.0,0.013,0.664,0.0,2,0,0.672,0.688,0.671
2026-08-03 02:15:00,0.511,0.155,0.008,0.052,0.011,0.736,0.057,2,0,0.689,0.681,0.708
2026-08-03 02:30:00,0.522,0.14,0.003,0.0,0.023,0.688,0.149,2,0,0.704,0.842,0.815
2026-08-03 02:45:00,0.521,0.153,0.0,0.0,0.007,0.681,0.072,2,0,0.806,0.71,0.681
2026-08-03 03:00:00,0.472,0.158,0.016,0.147,0.018,0.81,0.092,3,0,0.664,0.672,0.754
2026-08-03 03:15:00,0.481,0.162,0.006,0.0,0.023,0.673,0.0,3,0,0.736,0.689,0.874
2026-08-03 03:30:00,0.51,0.149,0.013,0.151,0.033,0.857,0.0,3,0,0.688,0.704,0.663
2026-08-03 03:45:00,0.51,0.148,0.085,0.0,0.027,0.77,0.149,3,0,0.681,0.806,0.701
2026-08-03 04:00:00,0.51,0.141,0.0,0.0,0.013,0.664,0.205,4,0,0.81,0.664,0.688
2026-08-03 04:15:00,0.577,0.142,0.058,0.102,0.032,0.911,0.154,4,0,0.673,0.736,0.796
2026-08-03 04:30:00,0.511,0.148,0.035,0.0,0.017,0.711,0.0,4,0,0.857,0.688,0.761
2026-08-03 04:45:00,0.523,0.154,0.071,0.091,0.008,0.846,0.0,4,0,0.77,0.681,0.72
2026-08-03 05:00:00,0.519,0.159,0.096,0.03,0.018,0.823,0.0,5,0,0.664,0.81,0.791
2026-08-03 05:15:00,0.513,0.142,0.129,0.0,0.034,0.818,0.0,5,0,0.911,0.673,0.776
2026-08-03 05:30:00,0.494,0.165,0.171,0.062,0.022,0.912,0.0,5,0,0.711,0.857,0.885
2026-08-03 05:45:00,0.515,0.147,0.233,0.277,0.02,1.192,0.161,5,0,0.846,0.77,1.015
2026-08-03 06:00:00,0.485,0.1,0.234,0.121,0.036,0.976,0.0,6,0,0.823,0.664,0.92
2026-08-03 06:15:00,0.495,0.093,0.306,0.083,0.006,0.982,0.204,6,0,0.818,0.911,0.891
2026-08-03 06:30:00,0.49,0.076,0.292,0.217,0.007,1.082,0.485,6,0,0.912,0.711,1.094
2026-08-03 06:45:00,0.502,0.109,0.268,0.156,0.004,1.038,0.479,6,0,1.192,0.846,0.871
2026-08-03 07:00:00,0.546,0.107,0.256,0.185,0.024,1.118,0.893,7,0,0.976,0.823,1.014
2026-08-03 07:15:00,0.463,0.097,0.252,0.09,0.022,0.923,1.056,7,0,0.982,0.818,0.895
2026-08-03 07:30:00,0.514,0.101,0.171,0.262,0.035,1.084,1.006,7,0,1.082,0.912,0.849
2026-08-03 07:45:00,0.468,0.105,0.145,0.389,0.022,1.129,1.121,7,0,1.038,1.192,0.818
2026-08-03 08:00:00,0.491,0.084,0.083,0.255,0.016,0.928,1.402,8,0,1.118,0.976,0.786
2026-08-03 08:15:00,0.522,0.095,0.08,0.541,0.02,1.257,1.445,8,0,0.923,0.982,0.806
2026-08-03 08:30:00,0.501,0.108,0.054,0.457,0.021,1.141,1.506,8,0,1.084,1.082,0.71
2026-08-03 08:45:00,0.478,0.087,0.061,0.452,0.348,1.427,1.885,8,0,1.129,1.038,0.61
2026-08-03 09:00:00,0.486,0.103,0.01,0.723,0.047,1.369,2.005,9,0,0.928,1.118,0.667
2026-08-03 09:15:00,0.514,0.086,0.02,0.685,0.025,1.331,2.019,9,0,1.257,0.923,0.88
2026-08-03 09:30:00,0.485,0.105,0.005,0.888,0.022,1.505,1.987,9,0,1.141,1.084,0.723
2026-08-03 09:45:00,0.504,0.1,0.027,0.887,0.026,1.545,2.092,9,0,1.427,1.129,0.805
2026-08-03 10:00:00,0.501,0.084,0.0,1.022,0.027,1.634,2.318,10,0,1.369,0.928,0.925
2026-08-03 10:15:00,0.487,0.112,0.015,1.194,0.019,1.826,2.339,10,0,1.331,1.257,0.796
2026-08-03 10:30:00,0.543,0.093,0.0,1.295,0.014,1.944,2.427,10,0,1.505,1.141,0.759
2026-08-03 10:45:00,0.513,0.092,0.0,1.191,0.804,2.6,2.625,10,0,1.545,1.427,0.874
2026-08-03 11:00:00,0.459,0.102,0.002,1.404,0.024,1.991,2.647,11,0,1.634,1.369,0.891
2026-08-03 11:15:00,0.504,0.111,0.005,1.735,0.012,2.367,2.751,11,0,1.826,1.331,0.877
2026-08-03 11:30:00,0.487,0.09,0.0,1.753,0.034,2.364,2.542,11,0,1.944,1.505,0.92
2026-08-03 11:45:00,0.517,0.101,0.004,1.835,0.023,2.48,2.624,11,0,2.6,1.545,1.029
2026-08-03 12:00:00,0.484,0.104,0.032,1.866,0.027,2.513,2.74,12,0,1.991,1.634,1.04
2026-08-03 12:15:00,0.498,0.107,0.02,2.001,0.034,2.659,2.703,12,0,2.367,1.826,1.106
2026-08-03 12:30:00,0.51,0.102,0.017,2.004,0.02,2.654,2.795,12,0,2.364,1.944,1.223
2026-08-03 12:45:00,0.517,0.096,0.0,2.282,0.023,2.919,2.655,12,0,2.48,2.6,1.04
2026-08-03 13:00:00,0.476,0.092,0.0,2.305,0.583,3.456,2.758,13,0,2.513,1.991,1.179
2026-08-03 13:15:00,0.493,0.101,0.019,2.326,0.013,2.953,2.577,13,0,2.659,2.367,1.074
2026-08-03 13:30:00,0.491,0.089,0.018,2.459,0.545,3.601,2.567,13,0,2.654,2.364,1.101
2026-08-03 13:45:00,0.487,0.071,0.03,2.528,0.021,3.136,2.357,13,0,2.919,2.48,1.078
2026-08-03 14:00:00,0.535,0.104,0.0,2.709,0.01,3.359,2.309,14,0,3.456,2.513,1.099
2026-08-03 14:15:00,0.508,0.109,0.0,2.34,0.043,3.0,2.306,14,0,2.953,2.659,1.172
2026-08-03 14:30:00,0.475,0.076,0.0,2.581,0.006,3.139,2.275,14,0,3.601,2.654,1.388
2026-08-03 14:45:00,0.518,0.09,0.0,2.52,0.007,3.136,2.076,14,0,3.136,2.919,1.031
2026-08-03 15:00:00,0.542,0.106,0.023,2.287,0.033,2.992,1.875,15,0,3.359,3.456,1.113
2026-08-03 15:15:00,0.521,0.121,0.0,2.312,0.612,3.566,1.894,15,0,3.0,2.953,1.082
2026-08-03 15:30:00,0.47,0.1,0.021,2.16,0.01,2.761,1.403,15,0,3.139,3.601,1.059
2026-08-03 15:45:00,0.49,0.093,0.009,2.127,0.026,2.746,1.338,15,0,3.136,3.136,1.076
2026-08-03 16:00:00,0.525,0.098,0.026,2.153,0.035,2.837,1.4,16,0,2.992,3.359,1.135
2026-08-03 16:15:00,0.486,0.114,0.006,1.948,0.02,2.573,1.18,16,0,3.566,3.0,0.783
2026-08-03 16:30:00,0.509,0.094,0.042,1.817,0.046,2.508,1.08,16,0,2.761,3.139,0.802
2026-08-03 16:45:00,0.515,0.092,0.0,1.599,0.003,2.21,0.863,16,0,2.746,3.136,0.945
2026-08-03 17:00:00,0.481,0.095,0.071,1.368,0.027,2.043,0.747,17,0,2.837,2.992,1.109
2026-08-03 17:15:00,0.499,0.09,0.065,1.369,0.032,2.055,0.438,17,0,2.573,3.566,0.863
2026-08-03 17:30:00,0.435,0.101,0.147,1.386,0.029,2.099,0.405,17,0,2.508,2.761,0.764
2026-08-03 17:45:00,0.48,0.116,0.167,0.992,0.018,1.773,0.274,17,0,2.21,2.746,1.076
2026-08-03 18:00:00,0.495,0.103,0.191,0.922,0.017,1.729,0.122,18,0,2.043,2.837,1.003
2026-08-03 18:15:00,0.475,0.097,0.242,0.929,0.024,1.769,0.201,18,0,2.055,2.573,0.848
2026-08-03 18:30:00,0.533,0.097,0.221,0.713,0.028,1.592,0.024,18,0,2.099,2.508,0.922
2026-08-03 18:45:00,0.471,0.084,0.3,0.635,0.026,1.516,0.027,18,0,1.773,2.21,0.908
2026-08-03 19:00:00,0.491,0.109,0.302,0.581,0.03,1.514,0.0,19,0,1.729,2.043,1.048
2026-08-03 19:15:00,0.503,0.099,0.291,0.404,0.01,1.307,0.0,19,0,1.769,2.055,0.976
2026-08-03 19:30:00,0.529,0.098,0.323,0.368,0.018,1.336,0.0,19,0,1.592,2.099,1.034
2026-08-03 19:45:00,0.471,0.132,0.274,0.469,0.011,1.356,0.105,19,0,1.516,1.773,0.98
2026-08-03 20:00:00,0.523,0.153,0.267,0.208,0.016,1.167,0.0,20,0,1.514,1.729,0.984
2026-08-03 20:15:00,0.5,0.142,0.253,0.126,0.03,1.051,0.08,20,0,1.307,1.769,0.973
2026-08-03 20:30:00,0.48,0.146,0.23,0.176,0.021,1.053,0.0,20,0,1.336,1.592,0.903
2026-08-03 20:45:00,0.509,0.161,0.191,0.272,0.046,1.18,0.0,20,0,1.356,1.516,0.915
2026-08-03 21:00:00,0.504,0.151,0.206,0.145,0.022,1.028,0.025,21,0,1.167,1.514,0.982
2026-08-03 21:15:00,0.488,0.136,0.147,0.088,0.021,0.879,0.0,21,0,1.051,1.307,0.838
2026-08-03 21:30:00,0.501,0.159,0.13,0.114,0.021,0.926,0.0,21,0,1.053,1.336,0.809
2026-08-03 21:45:00,0.492,0.143,0.086,0.0,0.014,0.735,0.0,21,0,1.18,1.356,0.869
2026-08-03 22:00:00,0.502,0.169,0.038,0.121,0.019,0.85,0.0,22,0,1.028,1.167,0.909
2026-08-03 22:15:00,0.513,0.161,0.061,0.095,0.031,0.862,0.0,22,0,0.879,1.051,0.716
2026-08-03 22:30:00,0.532,0.146,0.002,0.004,0.021,0.705,0.0,22,0,0.926,1.053,0.769
2026-08-03 22:45:00,0.475,0.163,0.027,0.136,0.012,0.814,0.042,22,0,0.735,1.18,0.676
2026-08-03 23:00:00,0.543,0.151,0.0,0.0,0.011,0.704,0.066,23,0,0.85,1.028,0.668
2026-08-03 23:15:00,0.461,0.159,0.053,0.134,0.015,0.822,0.023,23,0,0.862,0.879,0.713
2026-08-03 23:30:00,0.497,0.155,0.027,0.032,0.021,0.731,0.1,23,0,0.705,0.926,0.678
2026-08-03 23:45:00,0.512,0.142,0.008,0.0,0.032,0.693,0.058,23,0,0.814,0.735,0.802
2026-08-04 00:00:00,0.506,0.144,0.025,0.0,0.007,0.681,0.0,0,1,0.704,0.85,0.688
2026-08-04 00:15:00,0.488,0.16,0.0,0.0,0.017,0.665,0.0,0,1,0.822,0.862,0.681
2026-08-04 00:30:00,0.496,0.147,0.011,0.122,0.021,0.797,0.031,0,1,0.731,0.705,0.842
2026-08-04 00:45:00,0.49,0.146,0.004,0.0,0.002,0.642,0.057,0,1,0.693,0.814,0.71
2026-08-04 01:00:00,0.488,0.14,0.005,0.0,0.012,0.646,0.14,1,1,0.681,0.704,0.672
2026-08-04 01:15:00,0.517,0.154,0.025,0.104,0.013,0.814,0.119,1,1,0.665,0.822,0.689
2026-08-04 01:30:00,0.507,0.171,0.015,0.0,0.012,0.704,0.0,1,1,0.797,0.731,0.704
2026-08-04 01:45:00,0.486,0.139,0.006,0.091,0.022,0.744,0.0,1,1,0.642,0.693,0.806
2026-08-04 02:00:00,0.518,0.15,0.0,0.171,0.018,0.857,0.067,2,1,0.646,0.681,0.664
2026-08-04 02:15:00,0.506,0.164,0.0,0.0,0.014,0.685,0.107,2,1,0.814,0.665,0.736
2026-08-04 02:30:00,0.516,0.149,0.0,0.07,0.024,0.759,0.094,2,1,0.704,0.797,0.688
2026-08-04 02:45:00,0.513,0.155,0.002,0.0,0.037,0.706,0.0,2,1,0.744,0.642,0.681
2026-08-04 03:00:00,0.483,0.139,0.0,0.078,0.036,0.738,0.0,3,1,0.857,0.646,0.81
2026-08-04 03:15:00,0.489,0.154,0.05,0.024,0.001,0.718,0.0,3,1,0.685,0.814,0.673
2026-08-04 03:30:00,0.515,0.148,0.034,0.053,0.026,0.775,0.027,3,1,0.759,0.704,0.857
2026-08-04 03:45:00,0.512,0.16,0.019,0.0,0.018,0.709,0.034,3,1,0.706,0.744,0.77
2026-08-04 04:00:00,0.5,0.162,0.015,0.0,0.022,0.698,0.0,4,1,0.738,0.857,0.664
2026-08-04 04:15:00,0.502,0.176,0.02,0.063,0.016,0.777,0.004,4,1,0.718,0.685,0.911
2026-08-04 04:30:00,0.526,0.156,0.022,0.0,0.021,0.724,0.063,4,1,0.775,0.759,0.711
2026-08-04 04:45:00,0.488,0.153,0.066,0.0,0.022,0.729,0.0,4,1,0.709,0.706,0.846
2026-08-04 05:00:00,0.511,0.152,0.103,0.122,0.014,0.902,0.11,5,1,0.698,0.738,0.823
2026-08-04 05:15:00,0.496,0.146,0.113,0.055,0.011,0.821,0.0,5,1,0.777,0.718,0.818
2026-08-04 05:30:00,0.496,0.153,0.189,0.24,0.016,1.093,0.126,5,1,0.724,0.775,0.912
2026-08-04 05:45:00,0.522,0.147,0.223,0.159,0.022,1.074,0.0,5,1,0.729,0.709,1.192
2026-08-04 06:00:00,0.517,0.102,0.227,0.006,0.026,0.877,0.0,6,1,0.902,0.698,0.976
2026-08-04 06:15:00,0.516,0.113,0.274,0.092,0.029,1.023,0.183,6,1,0.821,0.777,0.982
2026-08-04 06:30:00,0.526,0.09,0.292,0.105,0.015,1.028,0.448,6,1,1.093,0.724,1.082
2026-08-04 06:45:00,0.5,0.111,0.329,0.0,0.023,0.963,0.645,6,1,1.074,0.729,1.038
2026-08-04 07:00:00,0.514,0.113,0.276,0.07,0.03,1.003,0.885,7,1,0.877,0.902,1.118
2026-08-04 07:15:00,0.494,0.099,0.2,0.143,0.032,0.967,1.16,7,1,1.023,0.821,0.923
2026-08-04 07:30:00,0.506,0.079,0.192,0.035,0.019,0.832,1.324,7,1,1.028,1.093,1.084
2026-08-04 07:45:00,0.497,0.094,0.106,0.29,0.018,1.006,1.543,7,1,0.963,1.074,1.129
2026-08-04 08:00:00,0.502,0.113,0.119,0.313,0.022,1.069,1.581,8,1,1.003,0.877,0.928
2026-08-04 08:15:00,0.512,0.1,0.055,0.231,0.691,1.59,1.986,8,1,0.967,1.023,1.257
2026-08-04 08:30:00,0.484,0.09,0.039,0.506,0.018,1.137,2.124,8,1,0.832,1.028,1.141
2026-08-04 08:45:00,0.542,0.095,0.05,0.612,0.027,1.327,2.471,8,1,1.006,0.963,1.427
2026-08-04 09:00:00,0.48,0.108,0.0,0.646,0.026,1.261,2.383,9,1,1.069,1.003,1.369
2026-08-04 09:15:00,0.476,0.105,0.0,0.681,0.017,1.28,2.453,9,1,1.59,0.967,1.331
2026-08-04 09:30:00,0.523,0.098,0.0,0.871,0.022,1.514,2.841,9,1,1.137,0.832,1.505
2026-08-04 09:45:00,0.516,0.096,0.022,0.985,0.012,1.631,2.948,9,1,1.327,1.006,1.545
2026-08-04 10:00:00,0.512,0.096,0.0,1.059,0.027,1.694,2.933,10,1,1.261,1.069,1.634
2026-08-04 10:15:00,0.513,0.091,0.0,1.062,0.019,1.685,2.989,10,1,1.28,1.59,1.826
2026-08-04 10:30:00,0.5,0.116,0.0,1.293,0.017,1.927,3.391,10,1,1.514,1.137,1.944
2026-08-04 10:45:00,0.482,0.097,0.011,1.51,0.805,2.905,3.459,10,1,1.631,1.327,2.6
2026-08-04 11:00:00,0.502,0.112,0.024,1.457,0.019,2.114,3.135,11,1,1.694,1.261,1.991
2026-08-04 11:15:00,0.486,0.115,0.0,1.852,0.016,2.469,3.39,11,1,1.685,1.28,2.367
2026-08-04 11:30:00,0.52,0.11,0.0,1.714,0.027,2.37,3.64,11,1,1.927,1.514,2.364
2026-08-04 11:45:00,0.497,0.096,0.023,1.89,0.016,2.522,3.449,11,1,2.905,1.631,2.48
2026-08-04 12:00:00,0.483,0.104,0.0,1.935,0.036,2.558,3.455,12,1,2.114,1.694,2.513
2026-08-04 12:15:00,0.494,0.1,0.0,2.131,0.035,2.759,3.468,12,1,2.469,1.685,2.659
